1462795660512093	1462795646400	62
1462795660563325	1462795646410	79
1462795660613861	1462795646420	99
1462795660667943	1462795646430	116
1462795660771416	1462795646440	130
1462795660800782	1462795646450	140
1462795660831891	1462795646460	159
1462795660875411	1462795646470	175
1462795660932265	1462795646480	197
1462795660986526	1462795646490	211
1462795661034804	1462795646500	225
1462795661149238	1462795646510	253
1462795661263292	1462795646520	274
1462795661347303	1462795646530	291
1462795661405317	1462795646540	310
1462795661462741	1462795646550	327
1462795661521326	1462795646560	351
1462795661578324	1462795646570	369
1462795661634333	1462795646580	386
1462795661667313	1462795646590	401
1462795661721872	1462795646600	415
1462795661777371	1462795646610	428
1462795661808485	1462795646620	442
1462795661838374	1462795646630	456
1462795661868033	1462795646640	469
1462795661921116	1462795646650	485
1462795661950966	1462795646660	499
1462795661981092	1462795646670	513
1462795662011053	1462795646680	527
1462795662046665	1462795646690	542
1462795662097719	1462795646700	559
1462795662147810	1462795646710	572
1462795662178355	1462795646710	584
1462795662206838	1462795646720	591
1462795662261615	1462795646730	607
1462795662313059	1462795646740	624
1462795662362536	1462795646750	638
1462795662413670	1462795646760	652
1462795662466581	1462795646770	668
1462795662518372	1462795646780	683
1462795662574432	1462795646790	695
1462795662630415	1462795646800	711
1462795662673452	1462795646810	723
1462795662724317	1462795646820	734
1462795662779460	1462795646830	747
1462795662819491	1462795646840	760
1462795662876469	1462795646850	777
1462795662920434	1462795646860	795
1462795662972234	1462795646870	812
1462795663027388	1462795646880	826
1462795663086482	1462795646890	844
1462795663139497	1462795646900	860
1462795663189557	1462795646910	876
1462795663247060	1462795646920	894
1462795663297006	1462795646930	910
1462795663348188	1462795646940	927
1462795663403160	1462795646950	941
1462795663460401	1462795646960	957
1462795663512862	1462795646970	971
1462795663564046	1462795646980	985
1462795663612168	1462795646990	999
1462795663661578	1462795647000	1014
1462795663708495	1462795647010	1028
1462795663756241	1462795647020	1043
1462795663813547	1462795647030	1058
1462795663870576	1462795647040	1073
1462795663927581	1462795647050	1088
1462795663984596	1462795647060	1100
1462795664041520	1462795647070	1112
1462795664097779	1462795647080	1129
1462795664129627	1462795647090	1145
1462795664186653	1462795647100	1162
1462795664228726	1462795647110	1175
1462795664282572	1462795647120	1190
1462795664334532	1462795647130	1204
1462795664364512	1462795647130	1218
1462795664393347	1462795647140	1225
1462795664429166	1462795647150	1240
1462795664485532	1462795647160	1258
1462795664541810	1462795647170	1275
1462795664597687	1462795647180	1293
1462795664646698	1462795647190	1309
1462795664704547	1462795647200	1327
1462795664758711	1462795647210	1343
1462795664807731	1462795647220	1360
1462795664859736	1462795647230	1375
1462795664908895	1462795647240	1389
1462795664957071	1462795647250	1405
1462795665007185	1462795647260	1419
1462795665061454	1462795647270	1434
1462795665117152	1462795647280	1447
1462795665170325	1462795647290	1461
1462795665226547	1462795647300	1475
1462795665279397	1462795647310	1490
1462795665329658	1462795647320	1504
1462795665378861	1462795647330	1518
1462795665432033	1462795647340	1534
1462795665480090	1462795647350	1548
1462795665532476	1462795647360	1562
1462795665580016	1462795647370	1576
1462795665629381	1462795647380	1590
1462795665677845	1462795647390	1603
1462795665725175	1462795647400	1614
1462795665771218	1462795647410	1628
1462795665822097	1462795647420	1642
1462795665877494	1462795647430	1656
1462795665927850	1462795647440	1672
1462795665975183	1462795647450	1686
1462795666023942	1462795647460	1700
1462795666071350	1462795647470	1716
1462795666120812	1462795647480	1730
1462795666175346	1462795647490	1748
1462795666231513	1462795647500	1762
1462795666286558	1462795647510	1776
1462795666337589	1462795647520	1790
1462795666390859	1462795647530	1804
1462795666443335	1462795647540	1820
1462795666495785	1462795647550	1835
1462795666550517	1462795647560	1850
1462795666600699	1462795647570	1869
1462795666657616	1462795647580	1888
1462795666708476	1462795647590	1905
1462795666755606	1462795647600	1922
1462795666805147	1462795647610	1939
1462795666863765	1462795647620	1961
1462795666900965	1462795647630	1979
1462795666954900	1462795647640	1998
1462795667006400	1462795647650	2013
1462795667057151	1462795647660	2026
1462795667114209	1462795647670	2039
1462795667164390	1462795647680	2052
1462795667212398	1462795647690	2065
1462795667259383	1462795647700	2078
1462795667308483	1462795647710	2091
1462795667357021	1462795647720	2103
1462795667406578	1462795647730	2116
1462795667459841	1462795647740	2131
1462795667513074	1462795647750	2144
1462795667570364	1462795647760	2160
1462795667624799	1462795647770	2175
1462795667676774	1462795647780	2189
1462795667728008	1462795647790	2203
1462795667775457	1462795647800	2216
1462795667824894	1462795647810	2231
1462795667883721	1462795647820	2251
1462795667929083	1462795647830	2270
1462795667978539	1462795647840	2289
1462795668028726	1462795647850	2304
1462795668079585	1462795647860	2319
1462795668133513	1462795647870	2332
1462795668185586	1462795647880	2345
